"contact_id","first_name","last_name","email","category_id","category","subcategory_id","subcategory","cf_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launch_date","end_date"
6151,"Pedro","Wilson","pedro.wilson@outlook.com","cat3","technology","subcat3","web",1106,"Fleming, Zhang and Henderson","Distributed 5thgeneration implementation",164700,166116,"successful",2443,"GB","GBP","2021-07-17","2022-01-18"
6047,"Roland","Weihmann","roland.weihmann@gmail.com","cat4","theater","subcat4","plays",1488,"Flowers and Sons","Virtual static core",3300,3834,"successful",89,"US","USD","2020-10-20","2021-11-02"
5445,"Hector","Morrison","hector.morrison@web.de","cat2","music","subcat22","world music",2107,"Gates PLC","Secured content-based product",4500,13985,"successful",159,"US","USD","2020-07-09","2021-05-18"
5493,"Evangelos","Peters","evangelos.peters@sanchez.net","cat5","film & video","subcat5","documentary",2660,"Caldwell LLC","Secured executive concept",99500,89288,"failed",940,"CH","CHF","2021-07-23","2021-07-28"
6036,"Gerardo","Hamilton","gerardo.hamilton@libero.it","cat4","theater","subcat4","plays",2647,"Le, Burton and Evans","Balanced zero-defect software",7700,5488,"failed",117,"US","USD","2020-12-25","2021-12-02"
2368,"Meta","Cuzzocrea","meta.cuzzocrea@howard-jensen.org","cat5","film & video","subcat7","drama",565,"Briggs PLC","Distributed context-sensitive flexibility",82800,2721,"canceled",58,"US","USD","2021-03-23","2021-04-14"
1501,"Alma","Raymond","alma.raymond@tin.it","cat6","publishing","subcat10","nonfiction",2713,"Hudson-Nguyen","Down-sized disintermediate support",1800,4712,"successful",50,"US","USD","2020-04-07","2021-02-14"
4351,"Kathleen","Solimena","kathleen.solimena@wallace.biz","cat7","games","subcat21","mobile games",558,"Hogan Ltd","Stand-alone mission-critical moratorium",9600,9216,"failed",115,"US","USD","2021-05-10","2021-12-17"
3096,"Zacharie","Cordier","zacharie.cordier@gmail.com","cat3","technology","subcat9","wearables",698,"Hamilton, Wright and Chavez","Down-sized empowering protocol",92100,19246,"failed",326,"US","USD","2021-01-14","2021-07-07"
6162,"Riza","Techer","riza.techer@yahoo.com","cat5","film & video","subcat5","documentary",321,"Bautista-Cross","Fully-configurable coherent Internet solution",5500,12274,"successful",186,"US","USD","2020-10-18","2021-05-05"
1433,"Enrique","Guillen","enrique.guillen@hotmail.co.uk","cat3","technology","subcat3","web",1302,"Jackson LLC","Distributed motivating algorithm",64300,65323,"successful",1071,"US","USD","2020-05-07","2021-03-21"
2720,"Tristan","Weeks","tristan.weeks@pena.com","cat3","technology","subcat3","web",1410,"Figueroa Ltd","Expanded solution-oriented benchmark",5000,11502,"successful",117,"US","USD","2021-05-26","2021-11-24"
5251,"Natalie","Lerma","natalie.lerma@boucher.com","cat2","music","subcat8","indie rock",2465,"Avila-Jones","Implemented discrete secured line",5400,7322,"successful",70,"US","USD","2020-12-03","2021-11-25"
1797,"Rodney","Hamon","rodney.hamon@hotmail.com","cat4","theater","subcat4","plays",377,"Martin, Lopez and Hunter","Multi-lateral actuating installation",9000,11619,"successful",135,"US","USD","2021-02-07","2021-04-20"
1656,"Adalberto","Lombardo","adalberto.lombardo@sfr.fr","cat3","technology","subcat9","wearables",1882,"Fields-Moore","Secured reciprocal array",25000,59128,"successful",768,"CH","CHF","2021-01-28","2021-11-21"
1346,"Florencia","Querini","florencia.querini@gmail.com","cat4","theater","subcat4","plays",822,"Harris-Golden","Optional bandwidth-monitored middleware",8800,1518,"canceled",51,"US","USD","2020-09-15","2021-02-01"
2989,"Liam","Rolland","liam.rolland@yahoo.fr","cat4","theater","subcat4","plays",2730,"Moss, Norman and Dunlap","Upgradable upward-trending workforce",8300,9337,"successful",199,"US","USD","2021-08-21","2021-11-15"
5629,"Ian","Kelly","ian.kelly@reeves.com.au","cat3","technology","subcat9","wearables",2198,"White, Larson and Wright","Upgradable hybrid capability",9300,11255,"successful",107,"US","USD","2020-04-19","2021-02-15"
3456,"Mehdi","Todd","mehdi.todd@web.de","cat2","music","subcat8","indie rock",2757,"Payne, Oliver and Burch","Managed fresh-thinking flexibility",6200,13632,"successful",195,"US","USD","2020-09-08","2021-04-16"
3229,"Rembrandt","Liguori","rembrandt.liguori@davis.org","cat2","music","subcat2","rock",2588,"Brown, Palmer and Pace","Networked stable workforce",100,1,"failed",1,"US","USD","2021-01-21","2021-07-11"
2277,"Irmi","Schweitzer","irmi.schweitzer@ozuna.com","cat2","music","subcat6","electric music",1090,"Parker LLC","Customizable intermediate extranet",137200,88037,"failed",1467,"US","USD","2021-12-02","2022-01-12"
1276,"Gioffre","Stein","gioffre.stein@hotmail.com.au","cat2","music","subcat8","indie rock",64,"Bowen, Mcdonald and Hall","User-centric fault-tolerant task-force",41500,175573,"successful",3376,"US","USD","2020-11-13","2021-07-23"
3694,"Frida","Villarreal","frida.villarreal@hotmail.de","cat4","theater","subcat4","plays",2171,"Whitehead, Bell and Hughes","Multi-tiered radical definition",189400,176112,"failed",5681,"US","USD","2021-07-17","2021-11-12"
2260,"Steffen","Mangold","steffen.mangold@paul.net","cat2","music","subcat8","indie rock",625,"Rodriguez-Brown","Devolved foreground benchmark",171300,100650,"failed",1059,"US","USD","2021-01-29","2021-06-20"
5374,"Elias","Marin","elias.marin@herve.net","cat4","theater","subcat4","plays",1065,"Hall-Schaefer","Distributed eco-centric methodology",139500,90706,"failed",1194,"US","USD","2021-05-23","2021-07-29"
4420,"Roman","Gonzalez","roman.gonzalez@anderson.net","cat2","music","subcat2","rock",174,"Meza-Rogers","Streamlined encompassing encryption",36400,26914,"canceled",379,"AU","AUD","2020-11-24","2021-12-26"
3849,"Reina","Middleton","reina.middleton@hotmail.com","cat8","photography","subcat15","photography books",1344,"Curtis-Curtis","User-friendly reciprocal initiative",4200,2212,"failed",30,"AU","AUD","2021-04-20","2021-10-14"
1638,"Sandro","Moran","sandro.moran@hotmail.de","cat2","music","subcat2","rock",2824,"Carlson Inc","Ergonomic fresh-thinking installation",2100,4640,"successful",41,"US","USD","2020-12-28","2021-11-24"
5230,"Gebhard","Thanel","gebhard.thanel@gmail.com","cat4","theater","subcat4","plays",940,"Clarke, Anderson and Lee","Robust explicit hardware",191200,191222,"successful",1821,"US","USD","2021-05-22","2021-06-30"
1763,"Antonino","Bolander","antonino.bolander@gmail.com","cat3","technology","subcat9","wearables",3024,"Evans Group","Stand-alone actuating support",8000,12985,"successful",164,"US","USD","2021-04-26","2021-07-14"
4323,"Karl","Trevisani","karl.trevisani@anguissola.it","cat3","technology","subcat3","web",2164,"Bruce Group","Cross-platform methodical process improvement",5500,4300,"failed",75,"US","USD","2021-02-01","2021-09-05"
5256,"Silvester","Brookes","silvester.brookes@franco.org","cat2","music","subcat2","rock",2427,"Keith, Alvarez and Potter","Extended bottom-line open architecture",6100,9134,"successful",157,"CH","CHF","2021-09-05","2021-12-16"
4836,"Octavio","Pratt","octavio.pratt@web.de","cat8","photography","subcat15","photography books",1548,"Burton-Watkins","Extended reciprocal circuit",3500,8864,"successful",246,"US","USD","2020-08-01","2021-08-15"
5981,"Rebecca","Greer","rebecca.greer@hotmail.com","cat4","theater","subcat4","plays",2657,"Lopez and Sons","Polarized human-resource protocol",150500,150755,"successful",1396,"US","USD","2021-11-14","2021-11-24"
1463,"Pierina","Gaggini","pierina.gaggini@free.fr","cat3","technology","subcat3","web",2916,"Cordova Ltd","Synergized radical product",90400,110279,"successful",2506,"US","USD","2021-05-05","2021-08-08"
4577,"Robin","Schleich","robin.schleich@rogers-barrera.biz","cat8","photography","subcat15","photography books",1348,"Brown-Vang","Robust heuristic artificial intelligence",9800,13439,"successful",244,"US","USD","2021-01-11","2021-08-25"
4951,"Sergio","Abbott","sergio.abbott@moore.net.au","cat4","theater","subcat4","plays",557,"Cruz-Ward","Robust content-based emulation",2600,10804,"successful",146,"AU","AUD","2021-04-01","2021-10-19"
3567,"Gilberto","Evans","gilberto.evans@salcedo-archuleta.net","cat2","music","subcat8","indie rock",2915,"Hernandez Group","Ergonomic uniform open system",128100,40107,"failed",955,"DK","DKK","2020-05-16","2021-03-18"
5475,"James","Elliott","james.elliott@gmail.com","cat5","film & video","subcat13","shorts",320,"Tran, Steele and Wilson","Profit-focused modular product",23300,98811,"successful",1267,"US","USD","2020-07-10","2021-03-23"
2114,"Timoteo","Bolnbach","timoteo.bolnbach@laboratorios.com","cat2","music","subcat8","indie rock",1458,"Summers, Gallegos and Stein","Mandatory mobile product",188100,5528,"failed",67,"US","USD","2020-09-24","2021-07-27"
5216,"Tonino","Stanley","tonino.stanley@hotmail.com","cat6","publishing","subcat19","translations",379,"Blair Group","Public-key 3rdgeneration budgetary management",4900,521,"failed",5,"US","USD","2020-11-17","2021-11-23"
1665,"Margaretha","Murialdo","margaretha.murialdo@meunier.com","cat5","film & video","subcat5","documentary",1879,"Nixon Inc","Centralized national firmware",800,663,"failed",26,"US","USD","2020-09-04","2021-04-16"
6051,"Bianca","Drubin","bianca.drubin@libero.it","cat4","theater","subcat4","plays",597,"White LLC","Cross-group 4thgeneration middleware",96700,157635,"successful",1561,"US","USD","2021-03-21","2021-10-17"
3983,"Kaylee","Hoffmann","kaylee.hoffmann@poulain.com","cat3","technology","subcat9","wearables",1130,"Santos, Black and Donovan","Pre-emptive scalable access",600,5368,"successful",48,"US","USD","2020-04-15","2021-02-08"
2966,"Teresa","Vecellio","teresa.vecellio@yahoo.com","cat4","theater","subcat4","plays",2354,"Jones, Contreras and Burnett","Sharable intangible migration",181200,47459,"failed",1130,"US","USD","2021-01-27","2021-12-16"
4478,"Emine","Tacchini","emine.tacchini@dbmail.com","cat4","theater","subcat4","plays",1358,"Stone-Orozco","Proactive scalable Graphical User Interface",115000,86060,"failed",782,"US","USD","2021-01-06","2021-05-06"
4238,"Dawn","Cortez","dawn.cortez@gmail.com","cat4","theater","subcat4","plays",188,"Lee, Gibson and Morgan","Digitized solution-oriented product",38800,161593,"successful",2739,"US","USD","2021-05-02","2021-08-26"
4404,"Emily","Cundari","emily.cundari@clark.com.au","cat1","food","subcat1","food trucks",2228,"Alexander-Williams","Triple-buffered cohesive structure",7200,6927,"failed",210,"US","USD","2021-04-17","2021-07-08"
5666,"Eleanor","Hall","eleanor.hall@hotmail.com","cat4","theater","subcat4","plays",1743,"Marks Ltd","Realigned human-resource orchestration",44500,159185,"successful",3537,"CA","CAD","2020-09-14","2021-04-11"
3691,"Monique","Delgadillo","monique.delgadillo@hotmail.co.uk","cat3","technology","subcat9","wearables",2563,"Olsen, Edwards and Reid","Optional clear-thinking software",56000,172736,"successful",2107,"AU","AUD","2020-10-09","2021-06-06"
2703,"Arnaude","Warner","arnaude.warner@gmail.com","cat3","technology","subcat3","web",2424,"Daniels, Rose and Tyler","Centralized global approach",8600,5315,"failed",136,"US","USD","2021-03-17","2021-04-15"
4253,"Jason","Howell","jason.howell@gmx.de","cat4","theater","subcat4","plays",2369,"Adams Group","Reverse-engineered bandwidth-monitored contingency",27100,195750,"successful",3318,"DK","DKK","2021-03-09","2021-08-28"
5652,"Nicole","Mccullough","nicole.mccullough@hall.com","cat2","music","subcat2","rock",1134,"Rogers, Huerta and Medina","Pre-emptive bandwidth-monitored instruction set",5100,3525,"failed",86,"CA","CAD","2020-04-16","2021-03-02"
3279,"Rosmarie","Esquibel","rosmarie.esquibel@bouygtel.fr","cat4","theater","subcat4","plays",2241,"Howard, Carter and Griffith","Adaptive asynchronous emulation",3600,10550,"successful",340,"US","USD","2021-07-13","2021-09-11"
3233,"Leonor","Ferreira","leonor.ferreira@gmail.com","cat5","film & video","subcat20","television",2745,"Bailey PLC","Innovative actuating conglomeration",1000,718,"failed",19,"US","USD","2020-04-28","2021-03-22"
3017,"Brett","Jones","brett.jones@alice.it","cat4","theater","subcat4","plays",1055,"Parker Group","Grass-roots foreground policy",88800,28358,"failed",886,"US","USD","2021-02-10","2021-08-16"
3482,"Nino","Bien","nino.bien@gmail.com","cat5","film & video","subcat13","shorts",1215,"Fox Group","Horizontal transitional paradigm",60200,138384,"successful",1442,"CA","CAD","2020-06-12","2021-02-20"
2166,"Jemma","Tate","jemma.tate@hotmail.de","cat4","theater","subcat4","plays",2036,"Walker, Jones and Rodriguez","Networked didactic info-mediaries",8200,2625,"failed",35,"IT","EUR","2021-06-18","2021-10-07"
4146,"Denis","Rogers","denis.rogers@poste.it","cat4","theater","subcat4","plays",1191,"Anthony-Shaw","Switchable contextually-based access",191300,45004,"canceled",441,"US","USD","2021-01-30","2021-05-23"
2651,"Vanesa","Khan","vanesa.khan@voila.fr","cat4","theater","subcat4","plays",879,"Cook LLC","Up-sized dynamic throughput",3700,2538,"failed",24,"US","USD","2021-02-24","2021-09-04"
1409,"Victoria","Ojeda","victoria.ojeda@doehn.com","cat4","theater","subcat4","plays",3062,"Sutton PLC","Mandatory reciprocal superstructure",8400,3188,"failed",86,"IT","EUR","2020-07-25","2021-05-11"
3717,"Eugenio","Martin","eugenio.martin@yahoo.de","cat2","music","subcat2","rock",611,"Long, Morgan and Mitchell","Upgradable 4thgeneration productivity",42600,8517,"failed",243,"US","USD","2020-11-07","2021-06-16"
3963,"Nancy","Hayes","nancy.hayes@hotmail.com","cat2","music","subcat8","indie rock",3195,"Calhoun, Rogers and Long","Progressive discrete hub",6600,3012,"failed",65,"US","USD","2020-04-25","2021-03-22"
2152,"Lara","Jacob","lara.jacob@buckley.org","cat2","music","subcat17","metal",1221,"Sandoval Group","Assimilated multi-tasking archive",7100,8716,"successful",126,"US","USD","2021-08-30","2021-09-21"
2974,"Gino","Hernandez","gino.hernandez@covarrubias.com","cat2","music","subcat6","electric music",2536,"Smith and Sons","Upgradable high-level solution",15800,57157,"successful",524,"US","USD","2021-02-02","2021-12-15"
1268,"Vicente","Tijerina","vicente.tijerina@montanariello.com","cat3","technology","subcat9","wearables",1834,"King Inc","Organic bandwidth-monitored frame",8200,5178,"failed",100,"DK","DKK","2020-08-06","2021-08-30"
1822,"Michele","Brambilla","michele.brambilla@yahoo.com","cat5","film & video","subcat7","drama",593,"Perry and Sons","Business-focused logistical framework",54700,163118,"successful",1989,"US","USD","2021-03-14","2021-06-02"
5066,"Dana","Ritacca","dana.ritacca@gmail.com","cat2","music","subcat6","electric music",3039,"Palmer Inc","Universal multi-state capability",63200,6041,"failed",168,"US","USD","2021-04-05","2021-07-05"
5075,"Mitchell","Bachmann","mitchell.bachmann@suarez-cruz.com","cat2","music","subcat2","rock",777,"Hull, Baker and Martinez","Digitized reciprocal infrastructure",1800,968,"failed",13,"US","USD","2020-03-14","2021-03-13"
3855,"Vincenza","Key","vincenza.key@adams.com","cat4","theater","subcat4","plays",835,"Becker, Rice and White","Reduced dedicated capability",100,2,"failed",1,"CA","CAD","2020-09-24","2021-05-26"
5923,"Salvador","Gaillard","salvador.gaillard@yahoo.de","cat3","technology","subcat3","web",797,"Osborne, Perkins and Knox","Cross-platform bi-directional workforce",2100,14305,"successful",157,"US","USD","2021-02-09","2021-10-26"
1867,"Diane","Rogner","diane.rogner@kelly.co.uk","cat1","food","subcat1","food trucks",509,"Mcknight-Freeman","Upgradable scalable methodology",8300,6543,"canceled",82,"US","USD","2020-08-13","2021-04-22"
4376,"Josette","Laine","josette.laine@saracino-parisi.net","cat4","theater","subcat4","plays",2286,"Hayden, Shannon and Stein","Customer-focused client-server service-desk",143900,193413,"successful",4498,"AU","AUD","2021-05-24","2021-09-24"
2785,"Courtney","Fiebig","courtney.fiebig@doerschner.com","cat2","music","subcat18","jazz",2110,"Daniel-Luna","Mandatory multimedia leverage",75000,2529,"failed",40,"US","USD","2020-10-20","2021-01-17"
5884,"Hugues","Oliver","hugues.oliver@stiffel.com","cat4","theater","subcat4","plays",1038,"Weaver-Marquez","Focused analyzing circuit",1300,5614,"successful",80,"US","USD","2021-04-10","2022-01-04"
2441,"Espartaco","Willis","espartaco.willis@hotmail.com","cat6","publishing","subcat14","fiction",2893,"Austin, Baker and Kelley","Fundamental grid-enabled strategy",9000,3496,"canceled",57,"US","USD","2021-06-04","2021-10-29"
1243,"Flavia","Yoder","flavia.yoder@hotmail.de","cat2","music","subcat2","rock",805,"Carney-Anderson","Digitized 5thgeneration knowledgebase",1000,4257,"successful",43,"US","USD","2020-12-25","2021-08-29"
3411,"Casey","Flores","casey.flores@baggio.org","cat5","film & video","subcat5","documentary",225,"Jackson Inc","Mandatory multi-tasking encryption",196900,199110,"successful",2053,"US","USD","2020-12-07","2021-08-21"
